BlackElo_broad,WhiteElo_broad,Opening_broad,death_position,killed_piece_id,killed_by_piece_id,counts
1250-1499,1250-1499,Queen's Pawn Game,d4,W-P-d,B-P-c,1
1250-1499,1250-1499,Queen's Pawn Game,d4,W-P-e,B-N-b,1
1250-1499,1250-1499,Queen's Pawn Game,d5,B-P-d,W-B-f,1
1250-1499,1250-1499,Queen's Pawn Game,d5,B-P-d,W-P-c,1
1250-1499,1250-1499,Queen's Pawn Game,d5,B-P-d,W-P-e,1
1250-1499,1250-1499,Queen's Pawn Game,d5,B-P-d,W-Q,3
1250-1499,1250-1499,Queen's Pawn Game,d5,W-P-c,B-P-c,1
1250-1499,1250-1499,Queen's Pawn Game,d5,W-Q,B-B-c,1
1250-1499,1250-1499,Queen's Pawn Game,d6,B-B-f,W-B-c,1
1250-1499,1250-1499,Queen's Pawn Game,d6,B-P-c,W-N-b,1
1250-1499,1250-1499,Queen's Pawn Game,d6,W-B-c,B-P-c,1
1250-1499,1250-1499,Queen's Pawn Game,d7,B-B-c,W-Q,1
1250-1499,1250-1499,Queen's Pawn Game,e3,W-P-e,B-Q,1
1250-1499,1250-1499,Queen's Pawn Game,e4,B-N-g,W-N-b,2
1250-1499,1250-1499,Queen's Pawn Game,e4,B-P-e,W-P-f,1
1250-1499,1250-1499,Queen's Pawn Game,e4,B-P-f,W-B-f,1
1250-1499,1250-1499,Queen's Pawn Game,e4,W-N-b,B-P-c,1
1250-1499,1250-1499,Queen's Pawn Game,e4,W-N-b,B-P-d,1
1250-1499,1250-1499,Queen's Pawn Game,e4,W-P-e,B-K,1
1250-1499,1250-1499,Queen's Pawn Game,e4,W-P-f,B-P-f,1
1250-1499,1250-1499,Queen's Pawn Game,e5,B-N-b,W-P-d,2
1250-1499,1250-1499,Queen's Pawn Game,e5,B-P-e,W-P-d,3
1250-1499,1250-1499,Queen's Pawn Game,e5,W-N-g,B-N-b,2
1250-1499,1250-1499,Queen's Pawn Game,e5,W-P-d,B-N-b,1
1250-1499,1250-1499,Queen's Pawn Game,e5,W-P-d,B-P-g,1
1250-1499,1250-1499,Queen's Pawn Game,e5,W-P-d,B-Q,1
1250-1499,1250-1499,Queen's Pawn Game,f1,B-R-h,W-Q,1
1250-1499,1250-1499,Queen's Pawn Game,f1,W-R-a,B-R-h,1
1250-1499,1250-1499,Queen's Pawn Game,f3,B-B-c,W-N-g,1
1250-1499,1250-1499,Queen's Pawn Game,f3,B-N-g,W-P-g,1
1250-1499,1250-1499,Queen's Pawn Game,f3,B-P-d,W-B-f,1
1250-1499,1250-1499,Queen's Pawn Game,f3,W-B-f,B-B-c,1
1250-1499,1250-1499,Queen's Pawn Game,f3,W-N-g,B-B-c,1
1250-1499,1250-1499,Queen's Pawn Game,f3,W-N-g,B-N-g,1
1250-1499,1250-1499,Queen's Pawn Game,f3,W-P-f,B-P-d,1
1250-1499,1250-1499,Queen's Pawn Game,f4,W-P-f,B-Q,1
1250-1499,1250-1499,Queen's Pawn Game,f6,B-N-g,W-B-c,1
1250-1499,1250-1499,Queen's Pawn Game,f6,B-N-g,W-R-h,1
1250-1499,1250-1499,Queen's Pawn Game,f6,B-P-g,W-K,1
1250-1499,1250-1499,Queen's Pawn Game,f6,B-P-g,W-Q,1
1250-1499,1250-1499,Queen's Pawn Game,f6,B-Q,W-Q,1
1250-1499,1250-1499,Queen's Pawn Game,f6,W-B-c,B-P-g,1
1250-1499,1250-1499,Queen's Pawn Game,f6,W-Q,B-P-g,1
1250-1499,1250-1499,Queen's Pawn Game,f6,W-R-h,B-P-g,1
1250-1499,1250-1499,Queen's Pawn Game,f7,B-N-b,W-N-b,1
1250-1499,1250-1499,Queen's Pawn Game,f7,B-P-f,W-P-d,1
1250-1499,1250-1499,Queen's Pawn Game,f7,B-Q,W-Q,1
1250-1499,1250-1499,Queen's Pawn Game,f7,W-P-d,B-K,1
1250-1499,1250-1499,Queen's Pawn Game,g2,B-B-c,W-K,1
1250-1499,1250-1499,Queen's Pawn Game,g2,W-B-f,B-B-c,1
1250-1499,1250-1499,Queen's Pawn Game,g2,W-P-g,B-Q,1
1250-1499,1250-1499,Queen's Pawn Game,g5,B-B-f,W-P-h,1
1250-1499,1250-1499,Queen's Pawn Game,g5,W-B-c,B-B-f,1
1250-1499,1250-1499,Queen's Pawn Game,g5,W-P-h,B-Q,1
1250-1499,1250-1499,Queen's Pawn Game,g6,B-P-g,W-B-f,1
1250-1499,1250-1499,Queen's Pawn Game,g6,W-B-f,B-P-f,1
1250-1499,1250-1499,Queen's Pawn Game,g7,B-P-g,W-Q,1
1250-1499,1250-1499,Queen's Pawn Game,h3,B-B-c,W-P-g,1
1250-1499,1250-1499,Queen's Pawn Game,h3,W-P-g,B-Q,1
1250-1499,1250-1499,Queen's Pawn Game,h3,W-P-h,B-Q,1
1250-1499,1250-1499,Queen's Pawn Game,h3,W-R-h,B-B-c,1
1250-1499,1250-1499,Queen's Pawn Game,h6,W-P-h,B-Q,1
1250-1499,1250-1499,Scandinavian Defense,a1,W-R-a,B-Q,1
1250-1499,1250-1499,Scandinavian Defense,a5,B-R-a,W-B-c,1
1250-1499,1250-1499,Scandinavian Defense,a6,B-P-b,W-P-b,1
1250-1499,1250-1499,Scandinavian Defense,a6,B-R-h,W-R-h,1
1250-1499,1250-1499,Scandinavian Defense,a6,W-P-a,B-P-b,1
1250-1499,1250-1499,Scandinavian Defense,a6,W-P-b,B-R-h,1
1250-1499,1250-1499,Scandinavian Defense,a7,B-P-a,W-B-c,1
1250-1499,1250-1499,Scandinavian Defense,a7,B-P-a,W-Q,1
1250-1499,1250-1499,Scandinavian Defense,a8,B-R-a,W-B-f,1
1250-1499,1250-1499,Scandinavian Defense,a8,W-B-f,B-N-b,1
1250-1499,1250-1499,Scandinavian Defense,b3,B-N-b,W-Q,1
1250-1499,1250-1499,Scandinavian Defense,b3,W-B-f,B-N-b,1
1250-1499,1250-1499,Scandinavian Defense,b4,W-P-b,B-N-b,1
1250-1499,1250-1499,Scandinavian Defense,b5,B-P-a,W-B-f,1
1250-1499,1250-1499,Scandinavian Defense,b5,B-P-a,W-Q,1
1250-1499,1250-1499,Scandinavian Defense,b5,B-P-b,W-B-f,1
1250-1499,1250-1499,Scandinavian Defense,b5,B-P-b,W-P-c,2
1250-1499,1250-1499,Scandinavian Defense,b5,B-P-c,W-P-a,1
1250-1499,1250-1499,Scandinavian Defense,b5,W-P-a,B-P-a,1
1250-1499,1250-1499,Scandinavian Defense,b5,W-P-c,B-P-a,1
1250-1499,1250-1499,Scandinavian Defense,b5,W-P-c,B-P-c,1
1250-1499,1250-1499,Scandinavian Defense,b7,B-B-c,W-B-f,1
1250-1499,1250-1499,Scandinavian Defense,b7,B-B-c,W-Q,1
1250-1499,1250-1499,Scandinavian Defense,b7,B-P-b,W-Q,1
1250-1499,1250-1499,Scandinavian Defense,b7,W-B-f,B-R-a,1
1250-1499,1250-1499,Scandinavian Defense,b8,B-N-b,W-N-g,1
1250-1499,1250-1499,Scandinavian Defense,b8,W-N-g,B-R-a,1
1250-1499,1250-1499,Scandinavian Defense,c2,W-P-c,B-N-b,1
1250-1499,1250-1499,Scandinavian Defense,c2,W-P-c,B-R-h,1
1250-1499,1250-1499,Scandinavian Defense,c3,B-B-f,W-B-c,1
1250-1499,1250-1499,Scandinavian Defense,c3,B-P-d,W-N-b,1
1250-1499,1250-1499,Scandinavian Defense,c3,W-N-b,B-B-f,1
1250-1499,1250-1499,Scandinavian Defense,c3,W-P-c,B-P-d,1
1250-1499,1250-1499,Scandinavian Defense,c4,B-P-c,W-P-d,1
1250-1499,1250-1499,Scandinavian Defense,c5,B-B-f,W-P-d,1
1250-1499,1250-1499,Scandinavian Defense,c5,B-P-c,W-P-d,1
1250-1499,1250-1499,Scandinavian Defense,c5,W-N-b,B-B-f,2
1250-1499,1250-1499,Scandinavian Defense,c5,W-P-d,B-N-b,1
1250-1499,1250-1499,Scandinavian Defense,c6,B-N-b,W-B-f,1
1250-1499,1250-1499,Scandinavian Defense,c6,B-P-c,W-N-g,2
1250-1499,1250-1499,Scandinavian Defense,c6,W-B-f,B-P-b,1
1250-1499,1250-1499,Scandinavian Defense,c6,W-N-g,B-N-b,1
1250-1499,1250-1499,Scandinavian Defense,d1,B-Q,W-K,1
1250-1499,1250-1499,Scandinavian Defense,d1,B-Q,W-R-a,1
1250-1499,1250-1499,Scandinavian Defense,d1,W-Q,B-Q,2
1250-1499,1250-1499,Scandinavian Defense,d4,B-P-d,W-P-c,1
1250-1499,1250-1499,Scandinavian Defense,d4,W-P-d,B-P-c,1
1250-1499,1250-1499,Scandinavian Defense,d4,W-P-d,B-Q,1
1250-1499,1250-1499,Scandinavian Defense,d5,B-B-c,W-R-a,1
1250-1499,1250-1499,Scandinavian Defense,d5,B-N-g,W-N-b,2
1250-1499,1250-1499,Scandinavian Defense,d5,B-P-d,W-P-e,6
1250-1499,1250-1499,Scandinavian Defense,d5,B-P-e,W-P-d,1
1250-1499,1250-1499,Scandinavian Defense,d5,B-Q,W-N-g,1
1250-1499,1250-1499,Scandinavian Defense,d5,W-N-b,B-B-c,1
1250-1499,1250-1499,Scandinavian Defense,d5,W-N-b,B-P-e,1
1250-1499,1250-1499,Scandinavian Defense,d5,W-P-c,B-P-e,1
1250-1499,1250-1499,Scandinavian Defense,d5,W-P-d,B-N-g,1
1250-1499,1250-1499,Scandinavian Defense,d5,W-P-e,B-Q,5
1250-1499,1250-1499,Scandinavian Defense,d5,W-R-a,B-Q,1
1250-1499,1250-1499,Scandinavian Defense,d6,B-B-f,W-N-b,1
1250-1499,1250-1499,Scandinavian Defense,d6,B-Q,W-N-g,1
1250-1499,1250-1499,Scandinavian Defense,d6,W-N-b,B-Q,1
1250-1499,1250-1499,Scandinavian Defense,d6,W-N-g,B-P-c,1
1250-1499,1250-1499,Scandinavian Defense,d7,B-B-c,W-B-f,1
1250-1499,1250-1499,Scandinavian Defense,d7,B-N-b,W-B-f,1
1250-1499,1250-1499,Scandinavian Defense,d7,B-R-a,W-R-a,1
1250-1499,1250-1499,Scandinavian Defense,d7,W-B-f,B-N-g,1
1250-1499,1250-1499,Scandinavian Defense,d7,W-B-f,B-R-a,1
1250-1499,1250-1499,Scandinavian Defense,d7,W-R-a,B-K,1
1250-1499,1250-1499,Scandinavian Defense,e1,W-R-h,B-Q,1
1250-1499,1250-1499,Scandinavian Defense,e3,B-B-f,W-K,1
1250-1499,1250-1499,Scandinavian Defense,e3,B-P-e,W-B-c,1
1250-1499,1250-1499,Scandinavian Defense,e3,W-B-c,B-B-f,1
1250-1499,1250-1499,Scandinavian Defense,e4,B-P-d,W-N-b,2
1250-1499,1250-1499,Scandinavian Defense,e4,B-P-f,W-P-f,1
1250-1499,1250-1499,Scandinavian Defense,e4,W-P-e,B-P-d,3
1250-1499,1250-1499,Scandinavian Defense,e4,W-P-f,B-P-e,1
1250-1499,1250-1499,Scandinavian Defense,e5,B-N-b,W-B-c,1
1250-1499,1250-1499,Scandinavian Defense,e5,W-N-g,B-N-b,1
1250-1499,1250-1499,Scandinavian Defense,e6,B-B-c,W-B-f,1
1250-1499,1250-1499,Scandinavian Defense,e6,B-B-c,W-N-g,1
1250-1499,1250-1499,Scandinavian Defense,e6,B-P-e,W-P-d,1
1250-1499,1250-1499,Scandinavian Defense,e6,B-P-e,W-P-e,1
1250-1499,1250-1499,Scandinavian Defense,e6,B-P-e,W-R-h,1
1250-1499,1250-1499,Scandinavian Defense,e6,B-P-f,W-R-h,1
1250-1499,1250-1499,Scandinavian Defense,e6,W-B-f,B-R-h,1
1250-1499,1250-1499,Scandinavian Defense,e6,W-N-g,B-P-f,1
1250-1499,1250-1499,Scandinavian Defense,e6,W-P-d,B-P-f,1
1250-1499,1250-1499,Scandinavian Defense,e6,W-P-e,B-B-c,1
1250-1499,1250-1499,Scandinavian Defense,e7,B-B-f,W-Q,1
1250-1499,1250-1499,Scandinavian Defense,e8,B-R-h,W-N-g,1
1250-1499,1250-1499,Scandinavian Defense,f2,B-N-g,W-Q,1
1250-1499,1250-1499,Scandinavian Defense,f2,W-P-f,B-R-h,1
1250-1499,1250-1499,Scandinavian Defense,f2,W-R-h,B-N-g,1
1250-1499,1250-1499,Scandinavian Defense,f3,B-P-d,W-Q,1
1250-1499,1250-1499,Scandinavian Defense,f3,B-P-e,W-P-g,1
1250-1499,1250-1499,Scandinavian Defense,f3,W-P-f,B-P-d,1
1250-1499,1250-1499,Scandinavian Defense,f3,W-P-f,B-P-e,1
1250-1499,1250-1499,Scandinavian Defense,f3,W-Q,B-B-c,1
1250-1499,1250-1499,Scandinavian Defense,f4,B-N-g,W-Q,1
1250-1499,1250-1499,Scandinavian Defense,f4,B-P-e,W-Q,1
1250-1499,1250-1499,Scandinavian Defense,f4,B-P-f,W-P-g,1
1250-1499,1250-1499,Scandinavian Defense,f4,W-B-c,B-N-g,1
1250-1499,1250-1499,Scandinavian Defense,f4,W-B-c,B-R-h,1
1250-1499,1250-1499,Scandinavian Defense,f4,W-P-g,B-P-e,1
1250-1499,1250-1499,Scandinavian Defense,f6,B-N-g,W-B-c,1
1250-1499,1250-1499,Scandinavian Defense,f6,B-N-g,W-N-b,1
1250-1499,1250-1499,Scandinavian Defense,f6,B-P-f,W-N-g,1
1250-1499,1250-1499,Scandinavian Defense,f6,W-B-c,B-Q,1
1250-1499,1250-1499,Scandinavian Defense,f6,W-N-b,B-Q,1
1250-1499,1250-1499,Scandinavian Defense,f7,B-P-f,W-N-g,1
1250-1499,1250-1499,Scandinavian Defense,g1,W-R-h,B-B-f,1
1250-1499,1250-1499,Scandinavian Defense,g2,B-R-h,W-R-a,1
1250-1499,1250-1499,Scandinavian Defense,g2,W-P-g,B-R-h,1
1250-1499,1250-1499,Scandinavian Defense,g4,B-N-g,W-Q,1
1250-1499,1250-1499,Scandinavian Defense,g4,B-P-g,W-P-f,1
1250-1499,1250-1499,Scandinavian Defense,g4,W-P-f,B-N-g,1
1250-1499,1250-1499,Scandinavian Defense,g6,B-P-g,W-R-h,1
1250-1499,1250-1499,Scandinavian Defense,g8,B-R-h,W-B-f,1
1250-1499,1250-1499,Scandinavian Defense,h3,B-B-c,W-P-g,1
1250-1499,1250-1499,Scandinavian Defense,h3,W-N-g,B-B-c,1
1250-1499,1250-1499,Scandinavian Defense,h4,B-P-h,W-R-h,1
1250-1499,1250-1499,Scandinavian Defense,h4,W-N-g,B-Q,1
1250-1499,1250-1499,Sicilian Defense,a2,W-P-a,B-Q,1
1250-1499,1250-1499,Sicilian Defense,a3,B-P-a,W-N-b,1
1250-1499,1250-1499,Sicilian Defense,a3,W-N-b,B-R-a,1
1250-1499,1250-1499,Sicilian Defense,a6,B-P-a,W-Q,1
1250-1499,1250-1499,Sicilian Defense,b2,W-P-b,B-Q,1
1250-1499,1250-1499,Sicilian Defense,b3,B-P-b,W-K,1
1250-1499,1250-1499,Sicilian Defense,b4,B-P-b,W-P-a,1
1250-1499,1250-1499,Sicilian Defense,b4,W-P-a,B-P-c,1
1250-1499,1250-1499,Sicilian Defense,b4,W-P-b,B-Q,1
1250-1499,1250-1499,Sicilian Defense,b5,B-P-b,W-R-a,1
1250-1499,1250-1499,Sicilian Defense,b7,B-P-b,W-B-f,1
1250-1499,1250-1499,Sicilian Defense,b7,W-B-f,B-Q,1
1250-1499,1250-1499,Sicilian Defense,c2,B-Q,W-K,1
1250-1499,1250-1499,Sicilian Defense,c2,W-Q,B-Q,1
1250-1499,1250-1499,Sicilian Defense,c3,B-B-f,W-P-b,1
1250-1499,1250-1499,Sicilian Defense,c3,B-P-d,W-N-b,1
1250-1499,1250-1499,Sicilian Defense,c3,B-Q,W-Q,1
1250-1499,1250-1499,Sicilian Defense,c3,B-R-h,W-N-g,1
1250-1499,1250-1499,Sicilian Defense,c3,W-N-b,B-B-f,2
1250-1499,1250-1499,Sicilian Defense,c3,W-N-b,B-R-a,1
1250-1499,1250-1499,Sicilian Defense,c3,W-N-g,B-B-f,1
1250-1499,1250-1499,Sicilian Defense,c3,W-P-b,B-Q,1
1250-1499,1250-1499,Sicilian Defense,c3,W-P-c,B-P-d,1
1250-1499,1250-1499,Sicilian Defense,c3,W-P-c,B-Q,1
1250-1499,1250-1499,Sicilian Defense,c4,B-P-c,W-K,1
1250-1499,1250-1499,Sicilian Defense,c6,B-B-c,W-R-a,1
1250-1499,1250-1499,Sicilian Defense,d2,W-R-h,B-Q,1
1250-1499,1250-1499,Sicilian Defense,d3,B-R-a,W-B-f,1
1250-1499,1250-1499,Sicilian Defense,d3,W-R-a,B-R-a,1
1250-1499,1250-1499,Sicilian Defense,d4,B-P-c,W-N-g,1
1250-1499,1250-1499,Sicilian Defense,d4,B-P-c,W-Q,1
1250-1499,1250-1499,Sicilian Defense,d4,B-P-c,W-R-a,1
1250-1499,1250-1499,Sicilian Defense,d4,W-P-d,B-P-c,3
1250-1499,1250-1499,Sicilian Defense,d5,B-B-c,W-P-e,1
1250-1499,1250-1499,Sicilian Defense,d5,B-P-d,W-P-e,1
1250-1499,1250-1499,Sicilian Defense,d5,W-N-b,B-B-c,1
1250-1499,1250-1499,Sicilian Defense,d5,W-P-e,B-N-g,1
1250-1499,1250-1499,Sicilian Defense,d5,W-P-e,B-Q,1
1250-1499,1250-1499,Sicilian Defense,d6,B-P-d,W-R-h,1
1250-1499,1250-1499,Sicilian Defense,d7,W-R-a,B-B-c,1
1250-1499,1250-1499,Sicilian Defense,e3,B-B-f,W-Q,1
1250-1499,1250-1499,Sicilian Defense,e3,B-N-b,W-P-f,1
1250-1499,1250-1499,Sicilian Defense,e3,W-B-c,B-B-f,1
1250-1499,1250-1499,Sicilian Defense,e3,W-B-c,B-N-b,1
1250-1499,1250-1499,Sicilian Defense,e4,B-N-g,W-P-d,1
1250-1499,1250-1499,Sicilian Defense,e4,B-N-g,W-Q,1
1250-1499,1250-1499,Sicilian Defense,e4,W-B-f,B-N-g,1
1250-1499,1250-1499,Sicilian Defense,e4,W-P-d,B-Q,1
1250-1499,1250-1499,Sicilian Defense,e4,W-P-e,B-N-g,1
1250-1499,1250-1499,Sicilian Defense,e4,W-P-f,B-R-a,1
1250-1499,1250-1499,Sicilian Defense,e5,B-P-e,W-P-f,1
1250-1499,1250-1499,Sicilian Defense,e5,W-P-f,B-N-b,1
1250-1499,1250-1499,Sicilian Defense,e6,B-P-e,W-B-f,1
1250-1499,1250-1499,Sicilian Defense,e7,B-B-f,W-R-h,1
1250-1499,1250-1499,Sicilian Defense,e7,B-N-b,W-N-g,1
1250-1499,1250-1499,Sicilian Defense,e7,W-N-g,B-Q,1
1250-1499,1250-1499,Sicilian Defense,e7,W-R-h,B-Q,1
1250-1499,1250-1499,Sicilian Defense,f3,B-N-b,W-B-f,1
1250-1499,1250-1499,Sicilian Defense,f3,W-N-g,B-N-b,1
1250-1499,1250-1499,Sicilian Defense,f3,W-P-f,B-N-b,1
1250-1499,1250-1499,Sicilian Defense,f4,B-N-g,W-B-c,1
1250-1499,1250-1499,Sicilian Defense,f4,B-P-e,W-Q,1
1250-1499,1250-1499,Sicilian Defense,f4,W-B-c,B-P-e,1
1250-1499,1250-1499,Sicilian Defense,f5,B-B-c,W-P-g,1
1250-1499,1250-1499,Sicilian Defense,f5,W-B-f,B-B-c,1
1250-1499,1250-1499,Sicilian Defense,f6,B-N-g,W-B-c,1
1250-1499,1250-1499,Sicilian Defense,f6,B-P-f,W-N-g,1
1250-1499,1250-1499,Sicilian Defense,f6,B-Q,W-Q,1
1250-1499,1250-1499,Sicilian Defense,f6,W-B-c,B-Q,1
1250-1499,1250-1499,Sicilian Defense,f6,W-Q,B-B-f,1
1250-1499,1250-1499,Sicilian Defense,g2,W-P-g,B-R-a,1
1250-1499,1250-1499,Sicilian Defense,g5,W-P-g,B-Q,1
1250-1499,1250-1499,Sicilian Defense,g6,B-P-g,W-P-h,1
1250-1499,1250-1499,Sicilian Defense,g6,W-P-h,B-P-h,1
1250-1499,1250-1499,Sicilian Defense,h3,W-P-h,B-K,1
1250-1499,1250-1499,Sicilian Defense,h4,W-P-h,B-Q,1
1250-1499,1250-1499,Sicilian Defense,h7,B-P-h,W-B-f,1
1250-1499,1250-1499,Sicilian Defense,h8,B-R-h,W-R-h,1
1250-1499,1250-1499,Sicilian Defense,h8,W-R-h,B-R-a,1
1250-1499,1500-1749,French Defense,a4,W-P-a,B-K,1
1250-1499,1500-1749,French Defense,a7,B-P-a,W-B-c,1
1250-1499,1500-1749,French Defense,b3,W-P-b,B-K,1
1250-1499,1500-1749,French Defense,b4,W-P-b,B-K,1
1250-1499,1500-1749,French Defense,b4,W-P-b,B-N-b,1
1250-1499,1500-1749,French Defense,b5,B-P-b,W-N-b,1
1250-1499,1500-1749,French Defense,b5,B-P-b,W-P-a,1
1250-1499,1500-1749,French Defense,b5,W-B-f,B-B-c,1
1250-1499,1500-1749,French Defense,b5,W-P-a,B-K,1
1250-1499,1500-1749,French Defense,b7,B-P-b,W-K,1
1250-1499,1500-1749,French Defense,c2,W-P-c,B-N-b,1
1250-1499,1500-1749,French Defense,c2,W-R-a,B-R-h,1
1250-1499,1500-1749,French Defense,c5,W-P-c,B-K,1
1250-1499,1500-1749,French Defense,c6,B-R-a,W-R-h,1
1250-1499,1500-1749,French Defense,c6,W-R-h,B-B-c,1
1250-1499,1500-1749,French Defense,c7,B-P-c,W-B-c,1
1250-1499,1500-1749,French Defense,c7,B-P-c,W-K,1
1250-1499,1500-1749,French Defense,c7,W-N-b,B-K,1
1250-1499,1500-1749,French Defense,d1,B-Q,W-K,1
1250-1499,1500-1749,French Defense,d1,W-Q,B-Q,1
1250-1499,1500-1749,French Defense,d4,B-P-c,W-R-a,1
1250-1499,1500-1749,French Defense,d5,B-N-g,W-B-f,1
1250-1499,1500-1749,French Defense,d5,B-P-d,W-P-c,1
1250-1499,1500-1749,French Defense,d5,B-P-e,W-Q,1
1250-1499,1500-1749,French Defense,d5,W-B-f,B-P-c,1
1250-1499,1500-1749,French Defense,d5,W-P-c,B-N-g,1
1250-1499,1500-1749,French Defense,d5,W-P-d,B-P-e,1
1250-1499,1500-1749,French Defense,d6,B-B-f,W-B-c,1
1250-1499,1500-1749,French Defense,d6,W-B-c,B-K,1
1250-1499,1500-1749,French Defense,d6,W-P-d,B-B-f,1
1250-1499,1500-1749,French Defense,d8,B-R-a,W-R-a,1
1250-1499,1500-1749,French Defense,d8,W-R-a,B-R-h,1
1250-1499,1500-1749,French Defense,e4,B-B-c,W-N-g,1
1250-1499,1500-1749,French Defense,e4,B-N-g,W-B-f,1
1250-1499,1500-1749,French Defense,e4,B-N-g,W-P-d,1
1250-1499,1500-1749,French Defense,e4,B-P-d,W-N-b,2
1250-1499,1500-1749,French Defense,e4,B-P-f,W-R-h,1
1250-1499,1500-1749,French Defense,e4,B-R-h,W-P-f,1
1250-1499,1500-1749,French Defense,e4,W-N-b,B-N-g,2
1250-1499,1500-1749,French Defense,e4,W-N-g,B-P-f,1
1250-1499,1500-1749,French Defense,e4,W-P-d,B-B-c,1
1250-1499,1500-1749,French Defense,e4,W-P-e,B-P-d,2
1250-1499,1500-1749,French Defense,e4,W-P-f,B-K,1
1250-1499,1500-1749,French Defense,e4,W-R-h,B-R-h,1
1250-1499,1500-1749,French Defense,e5,B-B-f,W-N-g,1
1250-1499,1500-1749,French Defense,e5,B-P-e,W-K,1
1250-1499,1500-1749,French Defense,e5,W-P-e,B-B-f,1
1250-1499,1500-1749,French Defense,e6,B-B-c,W-N-g,1
1250-1499,1500-1749,French Defense,e6,B-Q,W-Q,1
1250-1499,1500-1749,French Defense,e6,W-N-g,B-K,1
1250-1499,1500-1749,French Defense,e6,W-Q,B-B-c,1
1250-1499,1500-1749,French Defense,f3,B-P-e,W-P-g,1
1250-1499,1500-1749,French Defense,f3,W-B-f,B-P-e,1
1250-1499,1500-1749,French Defense,f4,B-B-f,W-N-g,1
1250-1499,1500-1749,French Defense,f4,W-B-c,B-B-f,1
1250-1499,1500-1749,French Defense,f4,W-P-g,B-N-b,1
1250-1499,1500-1749,French Defense,f6,B-N-b,W-B-c,1
1250-1499,1500-1749,French Defense,f7,B-P-f,W-Q,2
1250-1499,1500-1749,French Defense,f7,B-Q,W-N-g,1
1250-1499,1500-1749,French Defense,f7,W-N-g,B-K,1
1250-1499,1500-1749,French Defense,f7,W-Q,B-Q,1
1250-1499,1500-1749,French Defense,g2,B-N-b,W-K,1
1250-1499,1500-1749,French Defense,g2,W-P-g,B-N-b,1
1250-1499,1500-1749,French Defense,g2,W-P-g,B-R-h,1
1250-1499,1500-1749,French Defense,g5,B-P-g,W-K,1
1250-1499,1500-1749,French Defense,g7,B-P-g,W-B-c,1
1250-1499,1500-1749,French Defense,g7,B-P-g,W-R-h,1
1250-1499,1500-1749,French Defense,h2,W-P-h,B-R-h,2
1250-1499,1500-1749,French Defense,h4,W-N-g,B-Q,1
1250-1499,1500-1749,French Defense,h5,B-P-g,W-B-f,1
1250-1499,1500-1749,French Defense,h6,B-N-b,W-K,1
1250-1499,1500-1749,French Defense,h6,B-N-g,W-B-c,1
1250-1499,1500-1749,French Defense,h6,B-P-h,W-K,1
1250-1499,1500-1749,French Defense,h6,W-B-c,B-P-g,1
1250-1499,1500-1749,French Defense,h6,W-P-h,B-N-b,1
1250-1499,1500-1749,French Defense,h7,B-P-h,W-R-a,1
1250-1499,1500-1749,King's Gambit,c6,B-N-b,W-B-f,1
1250-1499,1500-1749,King's Gambit,c6,W-B-f,B-B-c,1
1250-1499,1500-1749,King's Gambit,d1,W-Q,B-R-a,1
1250-1499,1500-1749,King's Gambit,d4,B-B-f,W-P-c,1
1250-1499,1500-1749,King's Gambit,d4,B-N-b,W-N-g,1
1250-1499,1500-1749,King's Gambit,d4,W-N-g,B-B-f,1
1250-1499,1500-1749,King's Gambit,d4,W-P-c,B-Q,1
1250-1499,1500-1749,King's Gambit,d4,W-P-d,B-N-b,1
1250-1499,1500-1749,King's Gambit,d5,B-P-d,W-P-e,1
1250-1499,1500-1749,King's Gambit,d5,W-P-e,B-B-c,1
1250-1499,1500-1749,King's Gambit,e4,B-N-g,W-N-b,1
1250-1499,1500-1749,King's Gambit,e4,B-P-e,W-P-d,1
1250-1499,1500-1749,King's Gambit,e4,B-P-f,W-N-g,1
1250-1499,1500-1749,King's Gambit,e4,W-N-b,B-P-f,1
1250-1499,1500-1749,King's Gambit,e4,W-P-d,B-N-g,1
1250-1499,1500-1749,King's Gambit,e4,W-P-e,B-N-g,1
1250-1499,1500-1749,King's Gambit,e6,B-B-c,W-N-g,1
1250-1499,1500-1749,King's Gambit,f1,B-R-a,W-N-g,1
1250-1499,1500-1749,King's Gambit,f1,B-R-h,W-R-h,1
1250-1499,1500-1749,King's Gambit,f1,W-R-a,B-R-h,1
1250-1499,1500-1749,King's Gambit,f1,W-R-h,B-R-a,1
1250-1499,1500-1749,King's Gambit,f4,B-P-e,W-B-c,1
1250-1499,1500-1749,King's Gambit,f4,W-B-c,B-R-h,1
1250-1499,1500-1749,King's Gambit,f4,W-P-f,B-P-e,1
1250-1499,1500-1749,King's Gambit,f5,W-P-f,B-B-c,1
1250-1499,1500-1749,King's Gambit,h7,B-P-h,W-Q,1
1250-1499,1500-1749,King's Pawn Game,a6,B-P-a,W-Q,1
1250-1499,1500-1749,King's Pawn Game,a7,B-P-a,W-Q,1
1250-1499,1500-1749,King's Pawn Game,a8,B-R-a,W-Q,2
1250-1499,1500-1749,King's Pawn Game,b5,B-P-b,W-N-b,1
1250-1499,1500-1749,King's Pawn Game,b5,W-N-b,B-P-c,1
1250-1499,1500-1749,King's Pawn Game,b8,B-B-f,W-P-a,1
1250-1499,1500-1749,King's Pawn Game,b8,W-P-b,B-B-f,1
