level_0,Site,SAN,LAN,player,from_and_piece,to_and_result,from,to,piece_moved,action,index,player_name,result,match_name,piece_id,killed
15,Portoroz SVN,e5,e7-e5,black,e7,e5,e7,e5,Pawn,move,17,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-e,
16,Portoroz SVN,d5,d4-d5,white,d4,d5,d4,d5,Pawn,move,18,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-d,
17,Portoroz SVN,Ne7,Nc6-e7,black,Nc6,e7,c6,e7,Knight,move,19,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-N-b,
18,Portoroz SVN,e4,e2-e4,white,e2,e4,e2,e4,Pawn,move,20,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-e,
19,Portoroz SVN,f5,f7-f5,black,f7,f5,f7,f5,Pawn,move,21,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-f,
20,Portoroz SVN,exf5,e4xf5,white,e4,f5,e4,f5,Pawn,kill,22,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-e,B-P-f
21,Portoroz SVN,gxf5,g6xf5,black,g6,f5,g6,f5,Pawn,kill,23,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-g,W-P-e
22,Portoroz SVN,Nxe5,Nf3xe5,white,Nf3,e5,f3,e5,Knight,kill,24,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-N-g,B-P-e
23,Portoroz SVN,Nxg3,Nh5xg3,black,Nh5,g3,h5,g3,Knight,kill,25,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-N-g,W-P-g
24,Portoroz SVN,hxg3,h2xg3,white,h2,g3,h2,g3,Pawn,kill,26,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-h,B-N-g
25,Portoroz SVN,Bxe5,Bg7xe5,black,Bg7,e5,g7,e5,Bishop,kill,27,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-B-f,W-N-g
26,Portoroz SVN,f4,f2-f4,white,f2,f4,f2,f4,Pawn,move,28,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-f,
27,Portoroz SVN,Bg7,Be5-g7,black,Be5,g7,e5,g7,Bishop,move,29,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-B-f,
28,Portoroz SVN,Be3,Bc1-e3,white,Bc1,e3,c1,e3,Bishop,move,30,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-B-c,
29,Portoroz SVN,Bd7,Bc8-d7,black,Bc8,d7,c8,d7,Bishop,move,31,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-B-c,
30,Portoroz SVN,Bd4,Be3-d4,white,Be3,d4,e3,d4,Bishop,move,32,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-B-c,
31,Portoroz SVN,Ng6,Ne7-g6,black,Ne7,g6,e7,g6,Knight,move,33,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-N-b,
32,Portoroz SVN,Re1,Rf1-e1,white,Rf1,e1,f1,e1,Rook,move,34,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-h,
33,Portoroz SVN,Rf7,Rf8-f7,black,Rf8,f7,f8,f7,Rook,move,35,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-R-h,
34,Portoroz SVN,Bf3,Bg2-f3,white,Bg2,f3,g2,f3,Bishop,move,36,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-B-f,
35,Portoroz SVN,Qf8,Qd8-f8,black,Qd8,f8,d8,f8,Queen,move,37,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-Q,
36,Portoroz SVN,Kf2,Kg1-f2,white,Kg1,f2,g1,f2,King,move,38,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-K,
37,Portoroz SVN,Re8,Ra8-e8,black,Ra8,e8,a8,e8,Rook,move,39,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-R-a,
38,Portoroz SVN,Rxe8,Re1xe8,white,Re1,e8,e1,e8,Rook,kill,40,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-h,B-R-a
39,Portoroz SVN,Qxe8,Qf8xe8,black,Qf8,e8,f8,e8,Queen,kill,41,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-Q,W-R-h
40,Portoroz SVN,Bxg7,Bd4xg7,white,Bd4,g7,d4,g7,Bishop,kill,42,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-B-c,B-B-f
41,Portoroz SVN,Rxg7,Rf7xg7,black,Rf7,g7,f7,g7,Rook,kill,43,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-R-h,W-B-c
42,Portoroz SVN,Qd4,Qd1-d4,white,Qd1,d4,d1,d4,Queen,move,44,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-Q,
43,Portoroz SVN,b6,b7-b6,black,b7,b6,b7,b6,Pawn,move,45,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-b,
44,Portoroz SVN,Rh1,Ra1-h1,white,Ra1,h1,a1,h1,Rook,move,46,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-a,
45,Portoroz SVN,a5,a7-a5,black,a7,a5,a7,a5,Pawn,move,47,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-a,
46,Portoroz SVN,Nd1,Nc3-d1,white,Nc3,d1,c3,d1,Knight,move,48,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-N-b,
47,Portoroz SVN,Qf8,Qe8-f8,black,Qe8,f8,e8,f8,Queen,move,49,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-Q,
48,Portoroz SVN,Ne3,Nd1-e3,white,Nd1,e3,d1,e3,Knight,move,50,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-N-b,
49,Portoroz SVN,Rf7,Rg7-f7,black,Rg7,f7,g7,f7,Rook,move,51,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-R-h,
50,Portoroz SVN,b3,b2-b3,white,b2,b3,b2,b3,Pawn,move,52,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-b,
51,Portoroz SVN,Qg7,Qf8-g7,black,Qf8,g7,f8,g7,Queen,move,53,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-Q,
52,Portoroz SVN,Qxg7+,Qd4xg7+,white,Qd4,g7+,d4,g7,Queen,kill,54,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-Q,B-Q
53,Portoroz SVN,Kxg7,Kg8xg7,black,Kg8,g7,g8,g7,King,kill,55,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,W-Q
54,Portoroz SVN,a3,a2-a3,white,a2,a3,a2,a3,Pawn,move,56,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-a,
55,Portoroz SVN,Rf8,Rf7-f8,black,Rf7,f8,f7,f8,Rook,move,57,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-R-h,
56,Portoroz SVN,Be2,Bf3-e2,white,Bf3,e2,f3,e2,Bishop,move,58,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-B-f,
57,Portoroz SVN,Ne7,Ng6-e7,black,Ng6,e7,g6,e7,Knight,move,59,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-N-b,
58,Portoroz SVN,Bd3,Be2-d3,white,Be2,d3,e2,d3,Bishop,move,60,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-B-f,
59,Portoroz SVN,h6,h7-h6,black,h7,h6,h7,h6,Pawn,move,61,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-h,
60,Portoroz SVN,Rh5,Rh1-h5,white,Rh1,h5,h1,h5,Rook,move,62,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-a,
61,Portoroz SVN,Be8,Bd7-e8,black,Bd7,e8,d7,e8,Bishop,move,63,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-B-c,
62,Portoroz SVN,Rh2,Rh5-h2,white,Rh5,h2,h5,h2,Rook,move,64,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-a,
63,Portoroz SVN,Bd7,Be8-d7,black,Be8,d7,e8,d7,Bishop,move,65,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-B-c,
64,Portoroz SVN,Rh1,Rh2-h1,white,Rh2,h1,h2,h1,Rook,move,66,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-a,
65,Portoroz SVN,Rh8,Rf8-h8,black,Rf8,h8,f8,h8,Rook,move,67,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-R-h,
66,Portoroz SVN,Nc2,Ne3-c2,white,Ne3,c2,e3,c2,Knight,move,68,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-N-b,
67,Portoroz SVN,Kf6,Kg7-f6,black,Kg7,f6,g7,f6,King,move,69,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,
68,Portoroz SVN,Nd4,Nc2-d4,white,Nc2,d4,c2,d4,Knight,move,70,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-N-b,
69,Portoroz SVN,Kg7,Kf6-g7,black,Kf6,g7,f6,g7,King,move,71,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,
70,Portoroz SVN,Be2,Bd3-e2,white,Bd3,e2,d3,e2,Bishop,move,72,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-B-f,
71,Portoroz SVN,Ng8,Ne7-g8,black,Ne7,g8,e7,g8,Knight,move,73,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-N-b,
72,Portoroz SVN,b4,b3-b4,white,b3,b4,b3,b4,Pawn,move,74,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-b,
73,Portoroz SVN,Nf6,Ng8-f6,black,Ng8,f6,g8,f6,Knight,move,75,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-N-b,
74,Portoroz SVN,Bd3,Be2-d3,white,Be2,d3,e2,d3,Bishop,move,76,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-B-f,
75,Portoroz SVN,axb4,a5xb4,black,a5,b4,a5,b4,Pawn,kill,77,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-a,W-P-b
76,Portoroz SVN,axb4,a3xb4,white,a3,b4,a3,b4,Pawn,kill,78,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-a,B-P-a
77,Portoroz SVN,Kg6,Kg7-g6,black,Kg7,g6,g7,g6,King,move,79,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,
78,Portoroz SVN,Ra1,Rh1-a1,white,Rh1,a1,h1,a1,Rook,move,80,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-a,
79,Portoroz SVN,Ng4+,Nf6-g4+,black,Nf6,g4+,f6,g4,Knight,check,81,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-N-b,
80,Portoroz SVN,Ke2,Kf2-e2,white,Kf2,e2,f2,e2,King,move,82,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-K,
81,Portoroz SVN,Re8+,Rh8-e8+,black,Rh8,e8+,h8,e8,Rook,check,83,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-R-h,
82,Portoroz SVN,Kd2,Ke2-d2,white,Ke2,d2,e2,d2,King,move,84,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-K,
83,Portoroz SVN,Nf6,Ng4-f6,black,Ng4,f6,g4,f6,Knight,move,85,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-N-b,
84,Portoroz SVN,Ra6,Ra1-a6,white,Ra1,a6,a1,a6,Rook,move,86,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-a,
85,Portoroz SVN,Rb8,Re8-b8,black,Re8,b8,e8,b8,Rook,move,87,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-R-h,
86,Portoroz SVN,Ra7,Ra6-a7,white,Ra6,a7,a6,a7,Rook,move,88,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-a,
87,Portoroz SVN,Rc8,Rb8-c8,black,Rb8,c8,b8,c8,Rook,move,89,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-R-h,
88,Portoroz SVN,c5,c4-c5,white,c4,c5,c4,c5,Pawn,move,90,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-c,
89,Portoroz SVN,bxc5,b6xc5,black,b6,c5,b6,c5,Pawn,kill,91,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-b,W-P-c
90,Portoroz SVN,bxc5,b4xc5,white,b4,c5,b4,c5,Pawn,kill,92,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-a,B-P-b
91,Portoroz SVN,dxc5,d6xc5,black,d6,c5,d6,c5,Pawn,kill,93,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-d,W-P-a
92,Portoroz SVN,Nf3,Nd4-f3,white,Nd4,f3,d4,f3,Knight,move,94,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-N-b,
93,Portoroz SVN,Kf7,Kg6-f7,black,Kg6,f7,g6,f7,King,move,95,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,
94,Portoroz SVN,Ne5+,Nf3-e5+,white,Nf3,e5+,f3,e5,Knight,check,96,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-N-b,
95,Portoroz SVN,Ke7,Kf7-e7,black,Kf7,e7,f7,e7,King,move,97,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,
96,Portoroz SVN,Nxd7,Ne5xd7,white,Ne5,d7,e5,d7,Knight,kill,98,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-N-b,B-B-c
97,Portoroz SVN,Nxd7,Nf6xd7,black,Nf6,d7,f6,d7,Knight,kill,99,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-N-b,W-N-b
98,Portoroz SVN,Bxf5,Bd3xf5,white,Bd3,f5,d3,f5,Bishop,kill,100,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-B-f,B-P-g
99,Portoroz SVN,Rf8,Rc8-f8,black,Rc8,f8,c8,f8,Rook,move,101,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-R-h,
100,Portoroz SVN,g4,g3-g4,white,g3,g4,g3,g4,Pawn,move,102,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-h,
101,Portoroz SVN,Kd6,Ke7-d6,black,Ke7,d6,e7,d6,King,move,103,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,
102,Portoroz SVN,Bxd7,Bf5xd7,white,Bf5,d7,f5,d7,Bishop,kill,104,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-B-f,B-N-b
103,Portoroz SVN,Kxd7,Kd6xd7,black,Kd6,d7,d6,d7,King,kill,105,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,W-B-f
104,Portoroz SVN,Ke3,Kd2-e3,white,Kd2,e3,d2,e3,King,move,106,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-K,
105,Portoroz SVN,Re8+,Rf8-e8+,black,Rf8,e8+,f8,e8,Rook,check,107,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-R-h,
106,Portoroz SVN,Kf3,Ke3-f3,white,Ke3,f3,e3,f3,King,move,108,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-K,
107,Portoroz SVN,Kd6,Kd7-d6,black,Kd7,d6,d7,d6,King,move,109,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,
108,Portoroz SVN,Ra6+,Ra7-a6+,white,Ra7,a6+,a7,a6,Rook,check,110,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-a,
109,Portoroz SVN,Kxd5,Kd6xd5,black,Kd6,d5,d6,d5,King,kill,111,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,W-P-d
110,Portoroz SVN,Rxh6,Ra6xh6,white,Ra6,h6,a6,h6,Rook,kill,112,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-a,B-P-h
111,Portoroz SVN,c4,c5-c4,black,c5,c4,c5,c4,Pawn,move,113,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-d,
112,Portoroz SVN,Rh1,Rh6-h1,white,Rh6,h1,h6,h1,Rook,move,114,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-a,
113,Portoroz SVN,c3,c4-c3,black,c4,c3,c4,c3,Pawn,move,115,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-d,
114,Portoroz SVN,g5,g4-g5,white,g4,g5,g4,g5,Pawn,move,116,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-h,
115,Portoroz SVN,c5,c7-c5,black,c7,c5,c7,c5,Pawn,move,117,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-c,
116,Portoroz SVN,Rd1+,Rh1-d1+,white,Rh1,d1+,h1,d1,Rook,check,118,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-a,
117,Portoroz SVN,Kc4,Kd5-c4,black,Kd5,c4,d5,c4,King,move,119,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,
118,Portoroz SVN,g6,g5-g6,white,g5,g6,g5,g6,Pawn,move,120,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-h,
119,Portoroz SVN,c2,c3-c2,black,c3,c2,c3,c2,Pawn,move,121,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-d,
120,Portoroz SVN,Rc1,Rd1-c1,white,Rd1,c1,d1,c1,Rook,move,122,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-a,
121,Portoroz SVN,Kd3,Kc4-d3,black,Kc4,d3,c4,d3,King,move,123,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,
122,Portoroz SVN,f5,f4-f5,white,f4,f5,f4,f5,Pawn,move,124,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-f,
123,Portoroz SVN,Rg8,Re8-g8,black,Re8,g8,e8,g8,Rook,move,125,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-R-h,
124,Portoroz SVN,Kf4,Kf3-f4,white,Kf3,f4,f3,f4,King,move,126,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-K,
125,Portoroz SVN,Kd2,Kd3-d2,black,Kd3,d2,d3,d2,King,move,127,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,
126,Portoroz SVN,Rxc2+,Rc1xc2+,white,Rc1,c2+,c1,c2,Rook,kill,128,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-a,B-P-d
127,Portoroz SVN,Kxc2,Kd2xc2,black,Kd2,c2,d2,c2,King,kill,129,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,W-R-a
128,Portoroz SVN,Kg5,Kf4-g5,white,Kf4,g5,f4,g5,King,move,130,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-K,
129,Portoroz SVN,c4,c5-c4,black,c5,c4,c5,c4,Pawn,move,131,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-c,
130,Portoroz SVN,f6,f5-f6,white,f5,f6,f5,f6,Pawn,move,132,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-f,
131,Portoroz SVN,c3,c4-c3,black,c4,c3,c4,c3,Pawn,move,133,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-c,
132,Portoroz SVN,f7,f6-f7,white,f6,f7,f6,f7,Pawn,move,134,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-f,
0,"New York, NY USA",Nf3,Ng1-f3,white,Ng1,f3,g1,f3,Knight,move,0,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-N-g,
1,"New York, NY USA",Nf6,Ng8-f6,black,Ng8,f6,g8,f6,Knight,move,1,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-g,
2,"New York, NY USA",c4,c2-c4,white,c2,c4,c2,c4,Pawn,move,2,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-P-c,
3,"New York, NY USA",g6,g7-g6,black,g7,g6,g7,g6,Pawn,move,3,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-P-g,
4,"New York, NY USA",Nc3,Nb1-c3,white,Nb1,c3,b1,c3,Knight,move,4,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-N-b,
5,"New York, NY USA",Bg7,Bf8-g7,black,Bf8,g7,f8,g7,Bishop,move,5,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-B-f,
6,"New York, NY USA",d4,d2-d4,white,d2,d4,d2,d4,Pawn,move,6,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-P-d,
0,"New York, NY USA",O-O,O-O,black,e8,g8,e8,g8,King,move,7,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-K,
1,"New York, NY USA",O-O,O-O,black,h8,f8,h8,f8,Rook,move,8,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-R-h,
8,"New York, NY USA",Bf4,Bc1-f4,white,Bc1,f4,c1,f4,Bishop,move,9,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-B-c,
9,"New York, NY USA",d5,d7-d5,black,d7,d5,d7,d5,Pawn,move,10,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-P-d,
10,"New York, NY USA",Qb3,Qd1-b3,white,Qd1,b3,d1,b3,Queen,move,11,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-Q,
11,"New York, NY USA",dxc4,d5xc4,black,d5,c4,d5,c4,Pawn,kill,12,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-P-d,W-P-c
12,"New York, NY USA",Qxc4,Qb3xc4,white,Qb3,c4,b3,c4,Queen,kill,13,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-Q,B-P-d
13,"New York, NY USA",c6,c7-c6,black,c7,c6,c7,c6,Pawn,move,14,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-P-c,
14,"New York, NY USA",e4,e2-e4,white,e2,e4,e2,e4,Pawn,move,15,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-P-e,
15,"New York, NY USA",Nbd7,Nb8-d7,black,Nb8,d7,b8,d7,Knight,move,16,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-b,
16,"New York, NY USA",Rd1,Ra1-d1,white,Ra1,d1,a1,d1,Rook,move,17,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-R-a,
17,"New York, NY USA",Nb6,Nd7-b6,black,Nd7,b6,d7,b6,Knight,move,18,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-b,
18,"New York, NY USA",Qc5,Qc4-c5,white,Qc4,c5,c4,c5,Queen,move,19,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-Q,
19,"New York, NY USA",Bg4,Bc8-g4,black,Bc8,g4,c8,g4,Bishop,move,20,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-B-c,
20,"New York, NY USA",Bg5,Bf4-g5,white,Bf4,g5,f4,g5,Bishop,move,21,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-B-c,
